"long","lat"
-85.9633994525882,37.698226730533
-86.6427243616569,32.5350708205211
-88.2631170207277,32.0202869130263
-80.7323814147415,28.2948822694558
-82.6214747433357,30.2248611933325
-84.6136254384411,30.5795667741664
-81.3410413863331,27.3436639859887
-83.8951932762534,30.4378238600552
-84.2778080147725,30.4582278385572
-81.323594424329,28.5145948641291
-81.744344164041,29.6088792332986
-83.6036339521399,30.0473963546056
-81.1821102830891,29.0588421774
-83.249564457279,33.0693346914935
-81.3413828382636,32.3674938537471
-84.4666840718881,33.7909811263167
-81.4948982597761,31.8283099123639
-81.7457708661374,31.7527404734423
-97.741289610575,28.417663347906
-89.9443054775858,36.8559209030546
-93.3432863149708,30.6487296836934
-91.6399968287529,31.4464181780605
-93.7372895490123,32.0556834041116
-91.0956045084214,30.5384563610979
-89.9287908513026,30.0687664396655
-91.7268088375114,30.2283564636278
-84.0634279859251,35.1339758538713
-75.8589176754251,35.7806982792898
-77.651876858406,36.2576995563646
-76.9820349788774,36.3592044428281
-79.2372694741086,35.017699283556
-83.1408919182312,35.2878055651473
-82.0493057430395,35.6818747964559
-77.1093583123013,35.8433606532564
-95.0482562876459,29.3987966675097
-94.3902034798225,30.3325791723561
-95.8536356702326,32.2120407924876
-94.0251808114289,30.7450128988424
-94.16295849627,29.8843551213702
-95.9956003127145,31.2968223905506
-94.6159892599086,31.6162837964439
-93.8939014520822,30.1213935425204
-95.2692554948445,32.3753425729452
-94.3766738930341,30.7715665375451
-95.572300213319,30.7392668983508
-96.4034122509718,30.2146181847524
-79.9525488950689,32.8352378970133
-79.3322478426633,33.4346690287201
-81.2722375098637,33.9025454473888
-82.7251194280318,34.8877365627125
-84.1984263557015,36.1185654426742
-92.8819140637099,33.5936445556765
-88.6625436062612,32.4044400107275
-91.3109058227701,31.1612276466128
-90.3963511102131,32.7805322368541
-81.1328788130958,32.0044060100767
-83.2677299169677,30.8339999423915
-90.9474953763369,33.284147304103
-92.0638755474533,30.2068361012261
-85.8039188095894,34.4601922552686
-80.5636121171636,25.6165048898009
-83.6974138517518,32.8065559824408
-98.9808717750186,34.9166859616917
-91.353484812458,31.483113205872
-90.44878077628,31.8694109771092
-88.4432491386499,33.4731801272133
-88.5697453460915,33.1103409388999
-76.8598091928148,35.4943197644747
-78.563741003783,34.6148758309689
-79.9055153123577,35.3326573458026
-94.9656932806785,33.2167546265361
-97.7820247805788,30.3349233314761
-95.1353926293867,31.089067193629
-95.9876551302651,30.0111277391795
-77.4327885656074,34.7326745317916
-76.2089292605753,35.8173802471262
-93.0962652491339,31.7242344949488
-92.5331494361341,31.1990083290043
-91.340027785213,32.001978249604
-90.0404589236816,30.8534564372678
-87.3629213598283,30.6696545054014
-84.8018125390942,29.8897898068349
-82.4250556990477,28.5537008769863
-76.2477876800921,40.0428438316279
-82.1259581677053,34.1540239776988
-80.667042422305,32.8640587296058
-81.6001284275797,34.2899964061311
-81.7110840817246,28.7622028266177
-84.4006758130055,30.1674183403343
-84.4446847599353,31.3262484569655
-93.1842050021113,31.1085992726806
-94.7713160824843,34.1162796085141
-80.5901364054405,34.3390741517029
-79.6786755028122,34.6022481730982
-83.0658023470937,34.7537388393444
-81.9908759457857,34.9316321040991
-83.4701177116496,30.4442738448447
-87.0219986591058,30.7009261278849
-84.2528214710053,35.4429807009008
-89.8955088368018,35.1842410179959
-94.6119965968914,31.254992783845
-96.6214387790658,30.4925857309856
-94.3435324617716,33.0777596092429
-98.1812385326288,26.3973623093541
-95.4225726759585,31.3181074409354
-96.9657361238767,30.3108522664337
-94.3571792447262,32.7980278219546
-95.503097092415,30.300445388821
-96.4724178422374,32.0471584849135
-94.8300716080179,30.7931048112665
-94.1681981475532,31.3945448243022
-95.166991161188,30.5798111472141
-81.0542710255044,33.2149289252809
-80.7054790491132,34.6869653409271
-94.3714949247148,32.5483154326361
-93.7446936062389,30.7873009220832
-101.152013891609,29.8939149119689
-84.1970015129461,32.0400403960188
-92.3748368245002,32.8320470031483
-79.4814329529509,35.3108941312749
-90.911299747124,30.203614089403
-90.7103363355061,30.8221534742949
-79.9522131276846,33.1976855325911
-95.7709173711653,29.5277031554952
-82.3088315873996,27.929686942046
-81.8015659768953,30.6107848794945
-90.4057403452696,30.6272455617746
-94.1450296943157,31.792594112408
-92.5595280747425,31.5998608101658
-92.6366319238363,31.9444963257393
-82.7432287709085,29.3189145013336
-82.5300997914403,35.611350423254
-77.6412131207912,35.238932254617
-78.3656804800916,35.5181051362688
-78.6502117631856,35.7905501106088
-81.6345830612695,33.5446103775055
-82.6377346992866,34.5195513100004
-80.4068330227256,33.0795760280309
-79.7030269781136,34.0247827205518
-82.3708337288237,34.895017977353
-78.996568527591,33.9219396144944
-76.2840922386794,36.2956365920736
-85.2266183102722,29.9558079608757
-81.6977191599463,27.9494071942732
-90.4262573712018,29.5675107396314
-96.3024203111954,30.6611296169805
-91.8887392738108,34.7547090176175
-78.2376137169205,34.0712234649347
-78.6550289871421,34.2658601858277
-96.2780044646727,29.8872469997844
-95.5712237312276,33.6675374817515
-84.8770637209006,32.5100766108954
-84.4587299290027,38.0424438035115
-89.9583932772179,30.4105452873934
-83.158835273933,29.6083945319005
-81.7432607887339,32.3970457771968
-90.4428123055272,32.2669574397007
-76.6726792346421,34.8395324863418
-83.2296585700353,31.276145438239
-97.5222900986867,26.132158035858
-95.9855368676194,30.5439331399577
-96.5777244837201,28.954505797683
-91.9315543639239,34.2690372247144
-88.2064104475389,30.7922617699085
-94.7618777694753,32.1081445909354
-94.9414525770643,32.7364347675461
-81.408520752268,31.4968663644518
-93.2178540445233,35.9202128881593
-92.3369649144888,36.2875536634025
-92.6994953831181,35.9110826135965
-81.4407181459564,29.9019967907636
-93.4111072038006,35.0029316231999
-83.5605135609282,33.0252435577767
-83.367341803081,33.9512104666927
-84.7870000216504,32.3470666755185
-97.2017141262459,31.5526382993459
-97.6463133015907,27.7238836217208
-93.8290610751682,36.7101564102991
-91.4004465585401,37.157793751483
-81.6708233232416,30.3317635442838
-82.0810199630619,28.7051547006172
-82.2640503426947,33.5442187953996
-91.412609724798,30.8759203880891
-96.085437651821,33.1239809654718
-75.926017702253,40.4165786659875
-89.1165743168022,30.5141415119673
-93.1504246015772,34.5768659265852
-94.9996776725299,35.90697478614
-88.6958042996808,31.6410240430856
-89.0343764140614,33.0886703888494
-93.1938803082295,29.875597458984
-90.1313593262215,29.8046965282758
-89.6099293094309,29.4409446990608
-90.4614067884396,37.1128696504356
-77.9051092315893,34.525013825933
-89.1688077466192,31.6227426905953
-92.4987966331046,36.932704907864
-94.305564669545,32.1625571829951
-92.8278511030663,30.6531772064331
-92.1165745282865,32.0924653077218
-82.706395547466,30.9153468501408
-91.3127506004733,30.4634949838561
-83.8268707082717,32.5688074368372
-83.5266040002737,31.4575094140847
-94.2280388119642,34.4862345817945
-93.4598871602306,35.5702758068402
-81.8578712012928,29.9832639767535
-84.2163852942618,31.5335103623484
-82.1379534092785,30.7822905052123
-79.1039184214428,34.6405657062769
-93.8517332406547,31.3434467352132
-96.2220464163833,29.2781898164825
-81.0315211404243,32.4371748167843
-87.8384690019954,36.501311217556
-93.7161875810889,35.2154537123874
-82.3577669406964,29.6749643982774
-87.8733418414068,36.8065036312825
-92.1548248414715,32.4785168087559
-89.5938652777637,29.8547307429304
-92.5157185807797,35.5808381932765
-90.8978979503911,31.4772601665102
-81.1212597391159,34.3952551514524
-86.9814484430851,34.8103280263442
-82.4239118713264,31.0547236829964
-96.7778762311235,32.7669037627757
-88.4804605829105,33.8925032847343
-96.9196727930441,29.8770255154148
-94.8169485562089,32.4805595363743
-93.8905632502091,35.5126958964568
-92.1567397777068,35.8600608972302
-88.6358695568023,30.5453622856491
-80.3822225140547,33.9163901639312
-76.5546736978544,42.918512035897
-97.3119991890776,30.1038812861799
-90.6629805653423,35.574121673422
-97.0678812404972,34.4824409184057
-84.5790260849211,30.8785381192091
-93.2273036533622,33.2145343053903
-94.8123106359607,30.1520071739116
-88.6411616106542,32.7547514025097
-80.8327892168824,35.2469838236146
-89.2578942722668,31.1892797594959
-92.6766891418559,34.646826317503
-88.0831659336881,37.0192051042411
-92.5577890489966,32.3022103411457
-97.2912271779673,32.7718309103277
-85.2155289217533,30.7956425969463
-88.1844938121687,35.1989449495276
-89.1187942667154,32.4004114545336
-76.4736216742795,42.4522481606214
-94.3392623466377,36.9056502127284
-85.9336536489936,36.9658068770152
-90.3582210353912,29.9056693093778
-90.7963262445642,30.0263703352478
-88.9923401057353,31.1723854256851
-76.700479541675,36.4449777786498
-90.3088329385509,35.2083605967586
-82.2846715070422,30.3313232761308
-82.7253751805251,27.9195389342651
-83.2205354782935,31.7598312471391
-86.2384514822289,37.2088961097717
-89.4884863691323,30.416226917312
-87.7226934020674,30.7286569526478
-89.1176606695716,30.7900432049006
-97.799205894864,31.3911952788597
-92.9957393397453,32.8228738237114
-76.6397620080651,36.6954972374913
-86.092193219248,35.1552146964263
-94.6082031118571,29.7395712907052
-83.919346065339,30.8639619880559
-92.2076623499543,37.8248392986851
-82.4786761958575,28.8492146436165
-97.6008432993886,30.6482400730956
-94.2344214938946,33.7006506003863
-82.0566500154071,29.2105150005689
-77.8847024001965,34.2329444136831
-80.9032538255668,34.0221435122747
-93.3580531678149,30.2294498709775
-95.4518488745177,29.1900903808789
-96.0108900186017,28.8215457516319
-92.5973446423342,33.1714671368263
-79.9576810632074,34.33268043316
-84.2344496214992,30.8748655117265
-85.355504580854,32.6012390343327
-80.8004676578888,33.4391944072418
-95.3938723215247,29.8581327056789
-90.9691766312082,37.3627650565385
-80.7301400113866,32.3858915981663
-95.1653031293138,31.8375128784494
-93.0559741342499,32.3473761472536
-93.5546807406485,31.5644106512465
-81.6700140071695,30.9307447590683
-87.966786284324,43.0074475386854
